__name__,prometheus_http_response_size_bytes_bucket
handler,/api/v1/query
instance,localhost:9090
job,prometheus
le,1e+06
__name__,prometheus_http_response_size_bytes_bucket
handler,/metrics
instance,localhost:9090
job,prometheus
le,1000
__name__,prometheus_http_response_size_bytes_bucket
handler,/
instance,localhost:9090
job,prometheus
le,1000
__name__,prometheus_http_response_size_bytes_bucket
handler,/metrics
instance,localhost:9090
job,prometheus
le,100000
__name__,prometheus_http_response_size_bytes_bucket
handler,/graph
instance,localhost:9090
job,prometheus
le,1000
__name__,prometheus_http_response_size_bytes_bucket
handler,/metrics
instance,localhost:9090
job,prometheus
le,100
__name__,prometheus_http_response_size_bytes_bucket
handler,/api/v1/query_range
instance,localhost:9090
job,prometheus
le,+Inf
__name__,prometheus_http_response_size_bytes_bucket
handler,/graph
instance,localhost:9090
job,prometheus
le,+Inf
__name__,prometheus_http_response_size_bytes_bucket
handler,/api/v1/query_range
instance,localhost:9090
job,prometheus
le,1000
__name__,prometheus_http_response_size_bytes_bucket
handler,/api/v1/query
instance,localhost:9090
job,prometheus
le,+Inf
__name__,prometheus_http_response_size_bytes_bucket
handler,/
instance,localhost:9090
job,prometheus
le,+Inf
__name__,prometheus_http_response_size_bytes_bucket
handler,/api/v1/query
instance,localhost:9090
job,prometheus
le,1000
__name__,prometheus_http_response_size_bytes_bucket
handler,/api/v1/label/:name/values
instance,localhost:9090
job,prometheus
le,+Inf
__name__,prometheus_http_response_size_bytes_bucket
handler,/static/*filepath
instance,localhost:9090
job,prometheus
le,100000
__name__,prometheus_http_response_size_bytes_bucket
handler,/static/*filepath
instance,localhost:9090
job,prometheus
le,+Inf
__name__,prometheus_http_response_size_bytes_bucket
handler,/
instance,localhost:9090
job,prometheus
le,100000
__name__,prometheus_http_response_size_bytes_bucket
handler,/
instance,localhost:9090
job,prometheus
le,100
__name__,prometheus_http_response_size_bytes_bucket
handler,/api/v1/label/:name/values
instance,localhost:9090
job,prometheus
le,1000
__name__,prometheus_http_response_size_bytes_bucket
handler,/static/*filepath
instance,localhost:9090
job,prometheus
le,100
__name__,prometheus_http_response_size_bytes_bucket
handler,/api/v1/query_range
instance,localhost:9090
job,prometheus
le,100
__name__,prometheus_http_response_size_bytes_count
handler,/graph
instance,localhost:9090
job,prometheus
__name__,prometheus_http_response_size_bytes_count
handler,/api/v1/query
instance,localhost:9090
job,prometheus
__name__,prometheus_http_response_size_bytes_count
handler,/static/*filepath
instance,localhost:9090
job,prometheus
__name__,prometheus_http_response_size_bytes_count
handler,/api/v1/label/:name/values
instance,localhost:9090
job,prometheus
__name__,prometheus_http_response_size_bytes_count
handler,/
instance,localhost:9090
job,prometheus
__name__,prometheus_http_response_size_bytes_count
handler,/metrics
instance,localhost:9090
job,prometheus
__name__,prometheus_http_response_size_bytes_count
handler,/api/v1/query_range
instance,localhost:9090
job,prometheus
__name__,prometheus_http_response_size_bytes_sum
handler,/graph
instance,localhost:9090
job,prometheus
__name__,prometheus_http_response_size_bytes_sum
handler,/metrics
instance,localhost:9090
job,prometheus
__name__,prometheus_http_response_size_bytes_sum
handler,/api/v1/label/:name/values
instance,localhost:9090
job,prometheus
__name__,prometheus_http_response_size_bytes_sum
handler,/api/v1/query
instance,localhost:9090
job,prometheus
__name__,prometheus_http_response_size_bytes_sum
handler,/api/v1/query_range
instance,localhost:9090
job,prometheus
__name__,prometheus_http_response_size_bytes_sum
handler,/
instance,localhost:9090
job,prometheus
__name__,prometheus_http_response_size_bytes_sum
handler,/static/*filepath
instance,localhost:9090
job,prometheus
__name__,prometheus_http_response_size_bytes_sum
handler,/api/v1/query_range
instance,localhost:9090
job,prometheus
__name__,prometheus_notifications_alertmanagers_discovered
instance,localhost:9090
job,prometheus
__name__,prometheus_notifications_dropped_total
instance,localhost:9090
job,prometheus
__name__,prometheus_notifications_queue_capacity
instance,localhost:9090
job,prometheus
__name__,prometheus_notifications_queue_length
instance,localhost:9090
job,prometheus
__name__,prometheus_remote_storage_dropped_samples_total
instance,localhost:9090
job,prometheus
remote_name,bcf735
url,http://host.docker.internal:9009/api/prom/push
__name__,prometheus_remote_storage_enqueue_retries_total
instance,localhost:9090
job,prometheus
remote_name,bcf735
url,http://host.docker.internal:9009/api/prom/push
__name__,prometheus_remote_storage_failed_samples_total
